,device_name,assetnum,location,gmtoolno,description,gmassettype,gmstation,gmmaintainer,gmmecenter,status,siteid,manufacturer,zone,sub_zone,station_number,item,item_number,process,process_number,plant_group,plant_group_number,provided_by
314,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F210337,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F210337,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
315,AD003R01B05,9.00001E+11,BS.AD.STA.003,F344965_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F344965,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
316,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211494,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211494,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
317,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F214097,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F214097,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
318,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F215597,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F215597,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
319,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F211778,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F211778,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
320,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F214157,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F214157,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
321,AD002R01B05,9.00001E+11,BS.AD.STA.002,F345500_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F345500,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
322,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F212844,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F212844,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
323,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F211252,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F211252,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
324,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F214163,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F214163,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
325,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F214194,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F214194,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
326,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F216667,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F216667,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
327,AD003R01B05,9.00001E+11,BS.AD.STA.003,F345707_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F345707,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
328,AD003R01B05,9.00001E+11,BS.AD.STA.003,F346805_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F346805,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
329,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F211253,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F211253,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
330,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F212790,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F212790,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
331,AD004R01B05,9.00001E+11,BS.AD.STA.004,F344170_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F344170,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
332,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211588,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211588,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
333,AD003R01B05,9.00001E+11,BS.AD.STA.003,F345111_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F345111,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
334,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F214863,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F214863,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
335,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F212616,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F212616,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
336,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F210735,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F210735,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
337,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F215551,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F215551,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
338,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F216893,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F216893,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
339,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F211499,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F211499,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
340,AD004R01B05,9.00001E+11,BS.AD.STA.004,F342232_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F342232,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
341,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F210725,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F210725,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
342,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F215904,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F215904,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
343,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F210448,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F210448,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
344,AD003R01B05,9.00001E+11,BS.AD.STA.003,F345716_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F345716,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
345,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F210817,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F210817,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
346,AD003R01B05,9.00001E+11,BS.AD.STA.003,F347610_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F347610,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
347,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F212828,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F212828,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
348,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F211064,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F211064,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
349,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211833,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211833,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
350,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F211509,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F211509,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
351,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F210515,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F210515,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
352,AD002R01B05,9.00001E+11,BS.AD.STA.002,F348339_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F348339,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
353,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F214597,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F214597,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
354,AD002R01B05,9.00001E+11,BS.AD.STA.002,F344917_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F344917,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
355,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F214411,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F214411,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
356,AD002R02B05,9.00001E+11,BS.AD.STA.002,F342789_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F342789,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
357,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F210865,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F210865,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
358,AD004R01B05,9.00001E+11,BS.AD.STA.004,F342375_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F342375,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
359,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F213958,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F213958,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
360,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F216100,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F216100,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
361,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F216137,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F216137,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
362,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F216185,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F216185,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
363,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F216584,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F216584,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
364,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F212222,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F212222,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
365,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F210737,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F210737,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
366,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F216478,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F216478,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
367,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F213484,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F213484,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
368,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F216707,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F216707,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
369,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F215106,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F215106,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
370,AD002R02B05,9.00001E+11,BS.AD.STA.002,F343804_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F343804,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
371,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F211302,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F211302,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
372,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F212875,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F212875,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
373,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F212433,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F212433,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
374,AD004R01B05,9.00001E+11,BS.AD.STA.004,F348862_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F348862,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
375,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211987,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211987,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
376,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F216552,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F216552,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
377,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F215958,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F215958,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
378,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F210475,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F210475,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
379,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F210642,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F210642,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
380,AD003R01B05,9.00001E+11,BS.AD.STA.003,F348980_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F348980,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
381,AD003R01B05,9.00001E+11,BS.AD.STA.003,F348522_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F348522,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
382,AD003R01B05,9.00001E+11,BS.AD.STA.003,F348585_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F348585,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
383,AD002R01B05,9.00001E+11,BS.AD.STA.002,F347043_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F347043,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
384,AD002R02B05,9.00001E+11,BS.AD.STA.002,F345635_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F345635,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
385,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F211469,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F211469,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
386,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211506,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211506,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
387,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F215744,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F215744,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
388,AD002R01B05,9.00001E+11,BS.AD.STA.002,F346337_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F346337,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
389,AD002R02B05,9.00001E+11,BS.AD.STA.002,F346133_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F346133,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
390,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F215813,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F215813,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
391,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F211859,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F211859,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
392,AD003R01B05,9.00001E+11,BS.AD.STA.003,F345819_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F345819,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
393,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F213135,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F213135,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
394,AD002R01B05,9.00001E+11,BS.AD.STA.002,F343032_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F343032,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
395,AD003R01B05,9.00001E+11,BS.AD.STA.003,F348102_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F348102,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
396,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F216309,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F216309,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
397,AD002R02B05,9.00001E+11,BS.AD.STA.002,F345298_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F345298,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
398,AD002R01B05,9.00001E+11,BS.AD.STA.002,F346654_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F346654,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
399,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F215813,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F215813,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
400,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211967,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211967,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
401,AD003R01B05,9.00001E+11,BS.AD.STA.003,F346748_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F346748,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
402,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F210336,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F210336,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
403,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F216547,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F216547,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
404,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F214248,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F214248,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
405,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F216920,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F216920,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
406,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211434,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211434,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
407,AD004R01B05,9.00001E+11,BS.AD.STA.004,F344995_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F344995,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
408,AD002R01B05,9.00001E+11,BS.AD.STA.002,F342937_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F342937,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
409,AD002R01B05,9.00001E+11,BS.AD.STA.002,F344953_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F344953,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
410,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F211246,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F211246,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
411,AD002R02B05,9.00001E+11,BS.AD.STA.002,F345722_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F345722,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
412,AD002R02B05,9.00001E+11,BS.AD.STA.002,F342465_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F342465,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
413,AD002R01B05,9.00001E+11,BS.AD.STA.002,F343049_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F343049,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
414,AD003R01B05,9.00001E+11,BS.AD.STA.003,F343862_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F343862,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
415,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F213276,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F213276,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
