,device_name,assetnum,location,gmtoolno,description,gmassettype,gmstation,gmmaintainer,gmmecenter,status,siteid,manufacturer,zone,sub_zone,station_number,item,item_number,process,process_number,plant_group,plant_group_number,provided_by
1572,AD004R01B05,9.00001E+11,BS.AD.STA.004,F346458_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F346458,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
1573,AD002R02B05,9.00001E+11,BS.AD.STA.002,F342278_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F342278,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
1574,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F214723,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F214723,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
1575,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F212353,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F212353,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
1576,AD004R01B05,9.00001E+11,BS.AD.STA.004,F348484_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F348484,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
1577,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F213340,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F213340,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
1578,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F214912,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F214912,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
1579,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F212036,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F212036,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
1580,AD002R01B05,9.00001E+11,BS.AD.STA.002,F347070_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F347070,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
1581,AD002R01B05,9.00001E+11,BS.AD.STA.002,F347881_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F347881,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
1582,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F212826,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F212826,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
1583,AD004R01B05,9.00001E+11,BS.AD.STA.004,F345155_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F345155,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
1584,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F211117,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F211117,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
1585,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F212165,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F212165,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
1586,AD004R01B05,9.00001E+11,BS.AD.STA.004,F345981_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F345981,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
1587,AD004R01B05,9.00001E+11,BS.AD.STA.004,F343987_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F343987,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
1588,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F210663,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F210663,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
1589,AD004R01B05,9.00001E+11,BS.AD.STA.004,F344929_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F344929,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
1590,AD004R01B05,9.00001E+11,BS.AD.STA.004,F343074_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F343074,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
1591,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F213881,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F213881,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
1592,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F215073,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F215073,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
1593,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F214318,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F214318,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
1594,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F210183,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F210183,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
1595,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F210361,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F210361,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
1596,AD002R02B05,9.00001E+11,BS.AD.STA.002,F342764_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F342764,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
1597,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F215054,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F215054,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
1598,AD003R01B05,9.00001E+11,BS.AD.STA.003,F346243_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F346243,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
1599,AD002R01B05,9.00001E+11,BS.AD.STA.002,F348757_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F348757,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
1600,AD004R01B05,9.00001E+11,BS.AD.STA.004,F343179_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F343179,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
1601,AD002R01B05,9.00001E+11,BS.AD.STA.002,F344729_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F344729,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
1602,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F213491,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F213491,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
1603,AD002R02B05,9.00001E+11,BS.AD.STA.002,F346517_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F346517,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
1604,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F210118,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F210118,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
1605,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F213656,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F213656,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
1606,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F216889,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F216889,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
1607,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F216495,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F216495,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
1608,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F212151,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F212151,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
1609,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F210805,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F210805,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
1610,AD003R01B05,9.00001E+11,BS.AD.STA.003,F345265_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F345265,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
1611,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F213836,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F213836,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
1612,AD004R01B05,9.00001E+11,BS.AD.STA.004,F347193_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F347193,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
1613,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F216193,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F216193,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
1614,AD003R01B05,9.00001E+11,BS.AD.STA.003,F346067_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F346067,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
1615,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F214649,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F214649,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
1616,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F216809,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F216809,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
1617,AD002R02B05,9.00001E+11,BS.AD.STA.002,F342782_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F342782,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
1618,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F214726,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F214726,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
1619,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F213153,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F213153,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
1620,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F215643,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F215643,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
1621,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F210470,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F210470,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
1622,AD002R02B05,9.00001E+11,BS.AD.STA.002,F348216_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F348216,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
1623,AD002R02B05,9.00001E+11,BS.AD.STA.002,F343530_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F343530,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
1624,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F211721,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F211721,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
1625,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F214183,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F214183,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
1626,AD002R01B05,9.00001E+11,BS.AD.STA.002,F346724_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F346724,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
1627,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F210689,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F210689,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
1628,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F212078,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F212078,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
1629,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F216944,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F216944,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
1630,AD002R01B05,9.00001E+11,BS.AD.STA.002,F343961_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F343961,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
1631,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F215966,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F215966,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
1632,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F212521,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F212521,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
1633,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F212037,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F212037,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
1634,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F210217,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F210217,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
1635,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F215779,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F215779,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
1636,AD003R01B05,9.00001E+11,BS.AD.STA.003,F345290_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F345290,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
1637,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211436,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211436,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
1638,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F211153,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F211153,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
1639,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F215036,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F215036,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
1640,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F215549,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F215549,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
1641,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F211477,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F211477,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
1642,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F211267,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F211267,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
1643,AD003R01B05,9.00001E+11,BS.AD.STA.003,F344062_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F344062,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
1644,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F213201,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F213201,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
1645,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F213008,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F213008,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
1646,AD002R02B05,9.00001E+11,BS.AD.STA.002,F347221_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F347221,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
1647,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F212591,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F212591,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
1648,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F214023,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F214023,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
1649,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F212965,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F212965,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
1650,AD002R01B05,9.00001E+11,BS.AD.STA.002,F347243_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F347243,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
1651,AD002R01B05,9.00001E+11,BS.AD.STA.002,F342812_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F342812,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
1652,AB030R02B05,9E+11,BS.AB.STA.030,AB030_R02_B05 CTRL_F210361,ROBOT CONTROLLER BS.AB.STA.030 AB030_R02_B05 CTRL_F210361,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,2,,,B,5,SYSTEM
1653,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F215819,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F215819,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
1654,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F211602,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F211602,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
1655,AD003R01B05,9.00001E+11,BS.AD.STA.003,F342409_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F342409,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
1656,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F213488,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F213488,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
1657,AD002R01B05,9.00001E+11,BS.AD.STA.002,F347832_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F347832,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
1658,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F214734,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F214734,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
1659,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F216775,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F216775,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
1660,AD002R01B05,9.00001E+11,BS.AD.STA.002,F348902_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R01B05 F348902,Robot,002-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,1,,,B,5,SYSTEM
1661,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F211127,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F211127,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
1662,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F210956,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F210956,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
1663,AB010R01B05,9E+11,BS.AB.STA.010,AB010_R01_B05 CTRL_F210244,ROBOT CONTROLLER BS.AB.STA.010 AB010_R01_B05 CTRL_F210244,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,1,,,B,5,SYSTEM
1664,AD002R02B05,9.00001E+11,BS.AD.STA.002,F345283_CTRL,ROBOT CONTROLLER BS.AD.STA.002 AD002R02B05 F345283,Robot,002-R02-B05,BODY,BODY,OPERATING,1546,FU17,A,D,2,R,2,,,B,5,SYSTEM
1665,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F211700,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F211700,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
1666,AD003R01B05,9.00001E+11,BS.AD.STA.003,F347475_CTRL,ROBOT CONTROLLER BS.AD.STA.003 AD003R01B05 F347475,Robot,003-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,3,R,1,,,B,5,SYSTEM
1667,AB010R02B05,9E+11,BS.AB.STA.010,AB010_R02_B05 CTRL_F215177,ROBOT CONTROLLER BS.AB.STA.010 AB010_R02_B05 CTRL_F215177,Robot,010-B05,BODY,BODY,OPERATING,1546,FU17,A,B,10,R,2,,,B,5,SYSTEM
1668,AB020R01B05,9E+11,BS.AB.STA.020,AB020_R01_B05 CTRL_F216333,ROBOT CONTROLLER BS.AB.STA.020 AB020_R01_B05 CTRL_F216333,Robot,020-B05,BODY,BODY,OPERATING,1546,FU17,A,B,20,R,1,,,B,5,SYSTEM
1669,AD004R01B05,9.00001E+11,BS.AD.STA.004,F343930_CTRL,ROBOT CONTROLLER BS.AD.STA.004 AD004R01B05 F343930,Robot,004-R01-B05,BODY,BODY,OPERATING,1546,FU17,A,D,4,R,1,,,B,5,SYSTEM
1670,AB030R01B05,9E+11,BS.AB.STA.030,AB030_R01_B05 CTRL_F216017,ROBOT CONTROLLER BS.AB.STA.030 AB030_R01_B05 CTRL_F216017,Robot,030-B05,BODY,BODY,OPERATING,1546,FU17,A,B,30,R,1,,,B,5,SYSTEM
1671,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F212594,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F212594,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
1672,AB040R01B05,9E+11,BS.AB.STA.040,AB040_R01_B05 CTRL_F210938,ROBOT CONTROLLER BS.AB.STA.040 AB040_R01_B05 CTRL_F210938,Robot,040-B05,BODY,BODY,OPERATING,1546,FU17,A,B,40,R,1,,,B,5,SYSTEM
